Drug Name,Sheet Name,Match Type/Score,Matched Product
HEPTOLIFE SYRUP 200ML,Warehouse 2 Syrup&Tab,87.5,NCP 200ml
FLORADISH SYRUP 200ML,Warehouse 2 Syrup&Tab,87.5,NCP 200ml
ENCEPHABOL SYRUP 100ML,Warehouse 4,87.5,NCP 100ml
ENAFIX SUSP 100ML,Warehouse 4,87.5,NCP 100ml
DIGOXIN TAB 250MCG,UK warehouse ,87.5,Digoxin 250mcg Tabs 28's
DETTOL SOAP SKIN CARE 160G,Warehouse 4,87.5,Dettol Bath Soap Skin Care 160g
DEBRIDACE OINT 15G,Pzifer,87.5,Debridace Ointment
DARAPRIM TABS 25MG,UK warehouse ,87.5,Daraprim Tabs 30's Org GSK
COMIT TABS 100MG,Warehouse 2 Syrup&Tab,87.5,Comit  Tabs 50mg 4's
CALPOL 2+ SUSP 100ML,Warehouse 4,87.5,NCP 100ml
BELL'S CHILDREN'S COUGH SYRUP 100ML,Warehouse 4,87.5,NCP 100ml
BACLOFEN TABS 10MG,UK warehouse ,87.5,Baclofen Tabs 84's
ALKA-5 SYRUP 100ML,Warehouse 4,87.5,NCP 100ml
UPERIO TABS 200MG 28'S,UK warehouse ,87.80487805,Enalapril Tabs 20mg 28's
PROSTAN EYE DROPS 2.5ML,Pzifer,87.80487805,TRAVANTAN EYE DROP 2.5ML
KOTEX MAXI NORMAL PAD 16'S,UK warehouse ,87.80487805,Kotex Maxi Normal  16's
KOFOF BABY COUGH 100ML,Warehouse 4,87.80487805,Kofof Baby  Cough Linctus
GEBEDOL FORTE TABS 10'S,Warehouse 2 Syrup&Tab,87.80487805,Gebedol Forte Tab 6x1x10
COARTEM TABS 80/480MG 6'S,Pzifer,87.80487805,Gen-M Tabs 80/480 6's
ACLOTAS (ACECLOFENAC) TAB 100MG 10'S,Warehouse 2 Syrup&Tab,87.80487805,Enacef Tab 500mg 10's
WORMBAT SUSPENSION,Warehouse 4,88,WORMBASE SUSP
RUBBING ALCOHOL LOCAL 500ML,Warehouse 4,88,Rubbing Alcohol UCL 500ml
OMEPRAZOLE 20MG CAPS UK,Warehouse 3,88,Omeprazole inj
HYDROCORTISONE 1% CREAM 15G (UNICORT ),UK warehouse ,88,Hydrocortisone Cream 15gm
GERMOLENE CREAM 30G,UK warehouse ,88,E45 Cream 350g
CANESTEN 2% THRUSH CREAM 20G,UK warehouse ,88,Canesten Thrush Cream 20g
ACUPAN 20MG INJ 5'S,Warehouse 3,88,Acupan iv 20mg
WELLWOMAN PLUS OMEGA 3-6-9 CAP 56'S,Pzifer,88.23529412,Wellwoman Plus Caps
VASELINE (PARAFFIN) GAUZE BP 10X10CM,GSK Warehouse,88.23529412,Vaseline(Paraffin) gauze 10 x 10cm
UPERIO TABS 100MG,UK warehouse ,88.23529412,Allopurinol Tabs 100mg (28'S)
PROSTACURE X CAPS,Pzifer,88.23529412,Prostacure - X Caps
PAINOFF TABS 4'S X 25,Warehouse 2 Syrup&Tab,88.23529412,Painoff Tabs 100's
NEUROMIND PLUS TABS 56'S,UK warehouse ,88.23529412,Neuromind Plus 56's
MUCOLEX ADULT SYRUP,Warehouse 2 Syrup&Tab,88.23529412,Koffex Adult Syrup
MENTHODEX SYR 200ML,Warehouse 2 Syrup&Tab,88.23529412,Menthodex 200ml Syr L/S
MENTHODEX SYR 100ML,Warehouse 4,88.23529412,Menthodex 100ml Syr S/S
FINASTERIDE TAB 5MG,UK warehouse ,88.23529412,Finasteride 5mg Tab 28's
CARDIOACE CAPS (WHITE) 30'S,Pzifer,88.23529412,Cardioace Caps 30's
TADALAFIL TABS 5MG 28'S,UK warehouse ,88.37209302,Enalapril Tabs 5mg 28's
LISTERINE M/W 500ML - COOLMINT,UK warehouse ,88.37209302,Listerine M/W Zero 500ml
CLAMIDE TABS 5MG 100'S,UK warehouse ,88.37209302,Thiamine Tabs 50mg 100's
CARZEPIN TAB 200MG 100'S,Pzifer,88.37209302,Epilim Tabs 200mg 100's
DYNEWELL TABS 4MG 50X 10'S,Warehouse 2 Syrup&Tab,88.46153846,Dynewell Tablets 4mg 50x10's
ATORVASTATIN TAB 10MG UK 28'S,UK warehouse ,88.46153846,Rosuvastatin Tab 10mg 28's
WELLBABY SYRUP 150ML(4MTH-4YRS),Warehouse 4,88.88888889,Wellbaby Syr 150ml
WELLBABY SYRUP 150ML (6MTH - 4YRS),Warehouse 4,88.88888889,Wellbaby Syr 150ml
TAVANIC TABS 500MG,Pzifer,88.88888889,Tavanic  Tabs  500mg  5's
SILDENAFIL TAB 100MG,UK warehouse ,88.88888889,Sildenafil 100mg Tab 8's
ROCEPHIN INJ 2G,Pzifer,88.88888889,Rocephin Injection 2g Iv
ROCEPHIN INJ 1G,Pzifer,88.88888889,Rocephin Injection 2g Iv
ROBB OINT JAR 23ML,Warehouse 4,88.88888889,Robb Oint. Jar 25ml
PROSTAJOY,Pzifer,88.88888889,Prosta Joy
PARACETAMOL TABS 500MG UK 10'S,Warehouse 2 Syrup&Tab,88.88888889,Paracetamol inf
PARACETAMOL TABS 500MG 10'S. (AYR),Warehouse 2 Syrup&Tab,88.88888889,Paracetamol inf
PARACETAMOL TABS 500MG (EXETER) 10'S,Warehouse 2 Syrup&Tab,88.88888889,Paracetamol inf
PARACETAMOL TABS (ESKAY)  10'S X 50,Warehouse 2 Syrup&Tab,88.88888889,Paracetamol inf
PARACETAMOL TAB 500MG 16'S UK,Warehouse 2 Syrup&Tab,88.88888889,Paracetamol inf
OMEPRAZOLE 40MG TAB 7'S,UK warehouse ,88.88888889,Pantoprazole 40mg Tab 28's
OLBAS OIL CHILDREN 12ML,UK warehouse ,88.88888889,Olbas Children 12ml
MR Q HERBAL MEDICINE 10ML,Warehouse 2 Syrup&Tab,88.88888889,Mr. Q
MALAR-2 DS TABS 6'S,Warehouse 2 Syrup&Tab,88.88888889,Malar 2 DS Tabs 6x1
LOZATY LOZ. LEMON & HONEY 24'S,Warehouse 1,88.88888889,Lozaty lozenges Lemon & Honey
LENOR EMERGENCY PILL,Pzifer,88.88888889,Lenor Emergency Cotra Pill
IMODIUM INSTANT TABS,UK warehouse ,88.88888889,Imodium Instants 6's
FOLIRON BLOOD TONIC 200ML,Warehouse 2 Syrup&Tab,88.88888889,NCP 200ml
FLUXAMOX CAPS 500MG,Warehouse 2 Syrup&Tab,88.88888889,Fluxamox Caps 200's
FLUCLOXACILLIN SUSP(LETAP),Warehouse 4,88.88888889,Flucloxacillin Susp (M&G)
FLUCLOXACILLIN SODIUM INJ. 500MG 1'S,Warehouse 3,88.88888889,Ampicillin Sodium Inj 500mg
FIESTA LUBRICANT 40ML- STRAWBERRY,Warehouse 2 Syrup&Tab,88.88888889,Fiesta Gel
DOXAZOSIN TABS 2MG 28'S,UK warehouse ,88.88888889,Hytrin Tabs 2mg 28's
COLGATE T/P NATURAL EXTRACTS LEMON 75ML,Warehouse 2 Syrup&Tab,88.88888889,Colgate Natural Extracts Lemon 75ml
COLGATE T/P HERBAL 140G,Warehouse 2 Syrup&Tab,88.88888889,Colgate TP Herbal (70g)
COLGATE T/B ZIGZAG PLUS MEDIUM,Warehouse 2 Syrup&Tab,88.88888889,Colgate TB Zigzag Plus M/s 12's
CHOCHO ANTI BACTERIA SOAP,Warehouse 4,88.88888889,Chocho Tea
CELEBREX CAPS 200MG,Pzifer,88.88888889,Ibex Caps
CELEBREX CAPS 100MG 60'S,Pzifer,88.88888889,Ibex Caps
BETALOC 100MG TABS,UK warehouse ,88.88888889,Labetalol 100mg Tab 56's
BENYLIN INFANT COUGH SYRUP 125ML,Warehouse 4,88.88888889,Go Cough Syr 125ml
AZILEX CAPS 250MG,Pzifer,88.88888889,Ibex Caps
IPRATROPIUM STER NEB 500MG/2ML,UK warehouse ,89.28571429,Ipratropium Neb 500mcg/2ml 20's
INSULIN SYRINGE 31G 0.5ML (BD),Tena Warehouse ,89.28571429,Insulin Syringe 30g 0.5ml 100s
TRANEXAMIC ACID TABS 500MG,UK warehouse ,89.36170213,Tranexamic Acid 500mg Tabs 60's
CREPE BANDAGE 5CMX4.5CM (2 INCHES),GSK Warehouse,89.36170213,Crepe Bandage 5cm × 4.5m
WELLMAN PROSTACE CAPS 60'S,Pzifer,89.47368421,Prostacare Caps 30's
SILDENAFIL TAB 50MG,UK warehouse ,89.47368421,Sildenafil Tabs 25mg 4's
REFRESH LIQUIGEL EYE DROPS 15ML,Pzifer,89.47368421,Refresh Liquigel 15ml
NUGEL O ANTACID SUSP 200ML,Warehouse 4,89.47368421,Gastracid Susp 200ml
GYNICARE SYRUP 200ML,Warehouse 4,89.47368421,Kidicare Syrup  200ml
CITALOPRAM TAB 10MG,UK warehouse ,89.47368421,Citalopram Tabs 20mg 28's
BRAINWISE SYRUP 150ML,Warehouse 4,89.47368421,Brainwise Syr 150ml
AMPICILLIN INJ 500MG,Warehouse 3,89.47368421,Cloxacillin Inj. 500mg
NILOL TABS 30'S,UK warehouse ,89.65517241,"BN Hair,Skin & Nail Tabs 30's"
MILK OF MAGNESIA 125ML (LETAP),Warehouse 4,89.65517241,Milk of Magnesia 125ml (JKT) Letap
GAVISCON TABS DOUBLE ACTION 12'S,UK warehouse ,89.65517241,Gaviscon Tab 8's
DETTOL SOAP 175G - ACTIVE,UK warehouse ,89.65517241,Dettol Soap 100g
ASMANOL TABS 4'S,Warehouse 2 Syrup&Tab,89.65517241,Asmanol Tabs 100's
APC TABS 10X10'S,Warehouse 2 Syrup&Tab,89.65517241,Parafenac Tabs 10x10
PREGNANCY TEST CASSETE (BEO PHARM),Tena Warehouse ,89.79591837,Pregnancy test kit cassette
COLGATE T/P NATURAL EXTRACTS CHARCOAL 75ML,Warehouse 2 Syrup&Tab,89.85507246,Colgate Natural Extracts Charcoal 75ml
WELLBABY MULTIVITE DROP,Pzifer,90,Vitane Drop
TEGRETOL CR TAB 200MG,Pzifer,90,Tegretol Tabs 200mg 50's
TEEDAR SYRUP (AYRTONS),Warehouse 4,90,Teedar Syr (Ayrtons)
NEXCOFER SYRUP 200ML,Warehouse 4,90,Nexcofer Syrup 125ml S/s
METOCLOPRAMIDE INJ 1'S,Warehouse 3,90,Metoclopramide injection
METFORMIN DENK TAB 1000MG 30'S 30'S,Pzifer,90,Metformin Denk Tab 500mg 100's
LIVOLIN FORTE CAPS 30'S,Pzifer,90,Livolin Forte Capsules
KLOVINAL VAG. PESS 6'S,Pzifer,90,Klovinal Vag. Pesseries
HYTRIN TABS 5MG 30'S,UK warehouse ,90,Hytrin Tabs 5mg 28's
FLEMEX ADULT COUGH SYR 100ML,Warehouse 4,90,Koflet Cough Syr 100ml
DREZ-V GEL 30G,Pzifer,90,Drez V gel
DIPHEX ADULT COUGH SYR 100ML,Warehouse 4,90,Koflet Cough Syr 100ml
CLOFENA GEL (DICLOFENAC) 30G,Pzifer,90,Lofnac Gel
CETIRIZINE SYRUP (CETZIN) 30ML,Warehouse 2 Syrup&Tab,90,Ozin Syrup
BUPIVACAINE PLAIN INJ. 0.5% 20ML,Warehouse 3,90,Bupivacaine plain 20ml
BELL'S VITAMIN C SYRUP,Warehouse 4,90,Bell's Vitamin Syrup
"B.E.L, LONDON VITAMIN C+ ZINC SYRUP 100ML",Warehouse 2 Syrup&Tab,90,Ozin Syrup
B-COMPLEX TABS BLISTER 10'S,Pzifer,90,Pilex Tabs
ABC VITAMIN C PLUS ZINC SYRUP 100ML,Warehouse 2 Syrup&Tab,90,Ozin Syrup
INSULIN SYRINGE 31G 1ML(BD) 100'S,Tena Warehouse ,90.19607843,Insulin Syringe 31g 1ml 100s
EXFORGE HCT TABS 10/160/25MG,Pzifer,90.19607843,Exforge Tab 10/160/25mg 28's
BENDROFLUAZIDE TAB 2.5MG UK,Warehouse 2 Syrup&Tab,90.19607843,Bendrofluazide Tabs 5mg ECL 50x10's
ATENOLOL TABS 100MG UK 28'S,UK warehouse ,90.19607843,Propranolol Tabs 40mg UK 28'S
ZIP MAN CAPS 30'S,Pzifer,90.32258065,Proman Caps 30's
SIESTA CAPS 30'S,Pzifer,90.32258065,Femistar Caps 30's
PROSTAVITE CAPS 20'S,Warehouse 2 Syrup&Tab,90.32258065,Alvite Caps 30's
PROCOLD TABS 4'S X 50,Warehouse 2 Syrup&Tab,90.32258065,Procold Tabs 50x4
DEXAMETHASONE TABS 0.5MG (LETAP),Warehouse 3,90.32258065,Dexamethasone Inj
DEXAMETHASONE 2MG TAB,Warehouse 3,90.32258065,Dexamethasone Inj
CANESTEN VAGINAL PESS 500MG 1'S (THRUSH),UK warehouse ,90.32258065,Canesten Vaginal Pess.100mg 6's
WELLMAN CONCEPTION 30'S,Pzifer,90.47619048,Wellman Conception Caps
ROUGH RIDER CONDOMS 3'S,Pzifer,90.47619048,Rough Rider Condoms(BLUE)
OSTEOCARE CHEWABLE TABS 30'S,Pzifer,90.47619048,Osteocare Chewable 30's
OPTICA SOFTGEL CAPS 30'S,Warehouse 3,90.47619048,Optica Softgel Capsules
IBUPROFEN SYR 100ML/5ML SUSP. 100ML UK (FENPAED),Warehouse 4,90.47619048,ABC Ibuprofen Syr 100ml
FEROCLEAR SYRUP 200ML,Warehouse 4,90.47619048,Feroclear  Syrup  200ml
CRESTOR TAB 20MG 28'S,Pzifer,90.47619048,Crestor Tabs 10mg 28'S
BORGES OLIVE OIL EXTRA VIRGIN 500ML,Warehouse 4,90.47619048,Borges Olive Oil 1Ltr
BORGES OLIVE OIL EXTRA VIRGIN 250ML,Warehouse 4,90.47619048,Borges Olive Oil 1Ltr
ASCOVIT CEE SYRUP 100ML,Warehouse 4,90.47619048,Ascovit Cee Syr 100ml
METRONIDAZOLE INFU. 100ML (JH),Warehouse 3,90.56603774,Metronidazole infusion 100ml
AMCICLOX CAPS 250MG 10X10'S (LETAP),Warehouse 2 Syrup&Tab,90.625,Amciclox Caps 250mg10x10 (Letap)
ZITHROMAX CAPS 250MG 6'S,Pzifer,90.90909091,Zithromax Caps 6's
ZENTEL SUSP,Warehouse 3,90.90909091,Zental susp 
ROOTER MIXTURE 750ML,Warehouse 4,90.90909091,Rooter Mixture L/s
PROCOLD SYRUP 60ML,Warehouse 2 Syrup&Tab,90.90909091,Basecold Syrup 60ml
PARACETAMOL SYR P'NOVA,Warehouse 4,90.90909091,Paracetamol Syr. (P'nova)
OTRIVIN NASAL DROPS 0.5% CHILD,Pzifer,90.90909091,Otrivin Nasal Drops Child 0.5%
MIGHTY POWER SYR 500ML,Warehouse 4,90.90909091,Mighty Power Syrup 500ml (L/S)
METHYLDOPA 500MG TABS 30'S UK,Warehouse 3,90.90909091,Methyl Dopa 250mg
MAGACID SUSP 200ML,Warehouse 4,90.90909091,Gastracid Susp 200ml
INFA V OINTMENT,Pzifer,90.90909091,Infa-V Oint
HAEMOGLOBIN SYRUP 200ML (LETAP),Warehouse 4,90.90909091,Feroglobin Syrup 200ml
GLUCOPHAGE SR TABS 1000MG 56'S,UK warehouse ,90.90909091,Glucophage SR Tab 1000mg 28's
EPANOL (PARA) SYRUP 100ML ECL,Warehouse 4,90.90909091,Epanol (Para) Syrup  ECL
CONFY ADULT DIAPERS LARGE 30'S,Tena Warehouse ,90.90909091,Confy Adult Diapers 20's Large
CHILD CARE COUGH SYRUP,Warehouse 4,90.90909091,Child  Care  Cough Syrups
CENTRUM ADVANCE 50+ TABS 30'S,UK warehouse ,90.90909091,Centrum Advance 50+ 30's
CALPROFEN SUSP 100ML,Warehouse 4,90.90909091,Brufen Susp 100ml
BENZATHINE PENICILLIN INJ 2.4MU 1'S (ZATHENZA),Warehouse 3,90.90909091,Benzathine Penicillin 1.2 Inj.
ASCORYL PLUS SYRUP 125ML,Warehouse 2 Syrup&Tab,90.90909091,Ascoryl Plus Syr 125ml
LETALIN EXPECT SYR 125ML ( LETAP ),Warehouse 4,91.17647059,Letalin  Expect.  Syr 125ml ( Letap )
CONFY ADULT DIAPERS MEDIUM 30'S,Tena Warehouse ,91.22807018,Confy Adult Diapers 20's Medium
BENYLIN CHESTY NON DROWSY COUGH SYR 150ML,UK warehouse ,91.22807018,Benylin Chesty Non Drowsy 150ml
BENDROFLUAZIDE TAB 2.5MG (ECL),Warehouse 2 Syrup&Tab,91.22807018,Bendrofluazide Tabs 5mg ECL 50x10's
LOSARTAN TABS 50MG 28'S(INTAS),UK warehouse ,91.30434783,Losartan Tab 100mg 28's
NASONEX NASAL SPRAY,UK warehouse ,91.42857143,Flixonase Nasal Spray
BETNOVATE CREAM 30G,UK warehouse ,91.42857143,Betnovate Cream 15g
UNICORD -ANTISEPTIC GEL 25G 7.1%,Warehouse 3,91.52542373,Unicord antiseptic gel 25g (chlorhexidine)
ZINNAT SUSP 125MG/5ML IN 100ML,Warehouse 3,91.66666667,Zinnat susp 125mg/5ml 50ml
TOCOVID SUPRABIO TAB 200MG,Pzifer,91.66666667,Tocovid Suprabio 200mg 30's
SUDOCREM 60G,UK warehouse ,91.66666667,Sudocream 60g
SERTRALINE TAB 50MG 28'S,UK warehouse ,91.66666667,Sertraline Tab 100mg 28's
PROMETHAZINE SYR. (LETAP),Warehouse 4,91.66666667,Promethazine Syrup Letap
PREGNACARE CONCEPTION CAPS 30'S,Pzifer,91.66666667,Pregnacare CONCEPTION 30'S
PANADOL ADVANCE TABS 24'S,UK warehouse ,91.66666667,Panadol Advance Tab 48's
OXYBUTYNIN TABS 5MG 56'S,UK warehouse ,91.66666667,Oxybutynin Tabs 5mg 84's
OVULATION TEST KIT,Tena Warehouse ,91.66666667,Ovulation kit
MICROGYNON TABS 30,Pzifer,91.66666667,Microgynon 30
MICROGYNON FE TABS 28`S,Pzifer,91.66666667,Microgynon 30
CREPE BANDAGE 15CMX4.5M (6 INCHES),GSK Warehouse,91.66666667,Crepe Bandage 15cm × 4.5m
COLGATE T/P LIQUID CALCIUM 150ML (MAXIMUM CAVITY PROTECTION)-230G,Warehouse 2 Syrup&Tab,91.66666667,Colgate TP Liquid Calcium 150ml (220g)
CEFOTAXIME INJ 500MG 1'S,Warehouse 3,91.66666667,Cefotaxime 1g
CEFOTAXIME INJ 1G 1'S,Warehouse 3,91.66666667,Cefotaxime 1g
BIO OIL 125ML,Warehouse 4,91.66666667,Bio Oil 25ml
ACCU-CHEK INSTANT STRIPS 50'S,UK warehouse ,91.66666667,Accu check instants strip
ZINC TABS 20MG 10'S X 100,Warehouse 2 Syrup&Tab,91.89189189,Zinc Tabs 20mg 10x10
ZINC TABS 10MG 10'S X100,Warehouse 2 Syrup&Tab,91.89189189,Zinc Tabs 10mg 10x10
WOUND CARE ANTISEPTIC 100ML,UK warehouse ,91.89189189,Tcp Antiseptic 100ml
NUROFEN SUSP 100ML -STRAWBERRY,UK warehouse ,91.89189189,Nurofen Syrup 100ml
IMIPRAMINE TABS 25MG,UK warehouse ,91.89189189,Imipramine Tabs 28's
DEPO MEDROL 40MG INJ,Pzifer,91.89189189,Depo Medrol 40mg /ml Inj.
BETALOC 25MG TABS 14'S,Pzifer,91.89189189,Betaloczok 25mg Tabs
ANADIN EXTRA TAB 8'S,UK warehouse ,91.89189189,Anadin Extra Tabs 16's
RISPERIDONE 2MG TABS 100'S,UK warehouse ,92,Risperidone 2mg Tabs 60's
DOXYCYCLINE CAPS 100MG (ESKAY),UK warehouse ,92,Doxycycline Caps 100mg 50's
DOXYCYCLINE CAPS 100MG (ECL),UK warehouse ,92,Doxycycline Caps 100mg 50's
DICLOFENAC TABS 50MG 10X10'S(DICLOLEX),Warehouse 2 Syrup&Tab,92,Lofnac Tabs 50mg 20x 10's
DETTOL SOAP ORIGINAL 160G,Warehouse 4,92,Dettol  Soap Original 110g
BENYLIN 4-FLU SYRUP 200ML,Warehouse 4,92,Benylin 4 Flu Syrup 100ml
ATENOLOL TABS 50MG UK 28'S,UK warehouse ,92,Propranolol Tabs 40mg UK 28'S
NOVAGYL TAB 400MG (METRONIDAZOLE),Warehouse 2 Syrup&Tab,92.06349206,Metagyl Tab 200mg (Metronidazole)
FERROUS SULPHATE (FERSOLATE) LOOSE 1000'S,Warehouse 2 Syrup&Tab,92.10526316,Ferrous Sulphate (Fersolate) 1000's (Letap)
WELLMAN CAPS 30'S,Pzifer,92.30769231,Wellwoman Caps
VITADOX MULTIVITAMIN GUMMIES (BLUE),GSK Warehouse,92.30769231,Vitadox multivitamin gummies Boys(Blue)
SUDOCREM 400G,UK warehouse ,92.30769231,Sudocream 400g
SUDOCREM 250G,UK warehouse ,92.30769231,Sudocream 250g
SUDOCREM 125G,UK warehouse ,92.30769231,Sudocream 125g
ROCKMAN PA-KUM CAPS 20'S,Pzifer,92.30769231,Rockman Pakum
PREGATAS ME CAPS 75MG,GSK Warehouse,92.30769231,Pregatas ME 75
PERFECTIL PLATINUM CAPS 60'S,Pzifer,92.30769231,Perfectil Plus
PERFECTIL PLATINUM CAPS 30'S,Pzifer,92.30769231,Perfectil Plus
PARACETAMOL TABS 10'S X 100 (ESKAY),Warehouse 2 Syrup&Tab,92.30769231,Paracetamol  Tabs  10'sx100 (ESK)
OXYBUTYNIN TABS 2.5MG 56'S,UK warehouse ,92.30769231,Oxybutynin Tabs 2.5mg 84's
MIST POT CIT 200ML,Mixtures,92.30769231,Mist Pot. Cit.
JET 2 INHALER,Pzifer,92.30769231,Jet  2 Inhaler  6's
IRISH SPRING SOAP - ORIGINAL,Warehouse 4,92.30769231,Irish Spring Soap 3's
IRISH SPRING SOAP - ICY BLAST,Warehouse 4,92.30769231,Irish Spring Soap 3's
IRISH SPRING SOAP - ALOE 3'S,Warehouse 4,92.30769231,Irish Spring Soap 3's
FEROGLOBIN PLUS SYRUP 200ML,Warehouse 4,92.30769231,Feroglobin  Plus Syr 200ml
BX SYRUP 200ML,Warehouse 4,92.30769231,Apeti Syrup 200ml
BENYLIN 4FLU TABS 24S,UK warehouse ,92.30769231,Benylin 4 Flu Tabs UK
STOPKOF DRY COUGH SYRUP 100ML,Warehouse 4,92.59259259,Stopkof Dry Cough Syr 100ml
OTRIVIN NASAL DROPS 1% ADULT,Pzifer,92.59259259,Otrivin Nasal  Drops Adult 1%
LUEX CHILDREN'S DRY COUGH SYR,Warehouse 2 Syrup&Tab,92.59259259,Luex Children Dry Cough Syr
CARVEDILOL TABS 3.125MG 28'S,UK warehouse ,92.59259259,Carvedilol Tabs 12.5mg 28's
LUEX NASAL INHALER 1'S,Warehouse 2 Syrup&Tab,92.68292683,Luex Nasal Inhaler 30's
LOSARTAN TABS 50MG  UK,GSK Warehouse,92.68292683,Losartan Tabs 50mg (Losartas)
EXFORGE TABS 10/160MG,Pzifer,92.68292683,Exforge Tabs (10/160)Mg 28's
CIPROFLOXACIN INFUS. 100ML (NOVACIP),Warehouse 2 Syrup&Tab,92.68292683,Ciprofloxacin Infusion
BABY COUGH LINCTUS SYRUP 100ML ECL,Warehouse 4,92.68292683,Baby Cough Linctus Ecl
COLGATE T/B DOUBLE ACTION MEDIUM VALUE PACK 2 x12'S,Warehouse 2 Syrup&Tab,92.75362319,Colgate TB Double Action Medium 12's
VISCOF-S SYRUP 100ML,Warehouse 4,92.85714286,Viscof S Syrup
VISCOF-D SYRUP 100ML,Warehouse 4,92.85714286,Viscof D Syrup
SIVODERM CREAM,Pzifer,92.85714286,Sivoderm  Cream
LABETALOL INJ 100MG/20ML,GSK Warehouse,92.85714286,Labetalol  Inj.
GEBEDOL TABS 10'S,Pzifer,92.85714286,Dymol Tabs 10's
FERRODEX SYRUP 200ML,Warehouse 4,92.85714286,Ferrolex Syrup
DETTOL SOAP INSTANT COOL - COOLER SENSATTION,Warehouse 4,92.85714286,Dettol Soap Instant Cool 160 
DEEP FREEZE COLD SPRAY 150ML,Warehouse 2 Syrup&Tab,92.85714286,Deep  Freeze Cold  Spray 150ml
COOL EYE DROPS,Pzifer,92.85714286,Chloramphenicol Eye Drops(EXETER)
CHLORAMPHENICOL EYE OINTMENT (TROGE),Pzifer,92.85714286,chlorampenicol
CHLORAMPHENICOL CAPS 50X10'S (LETAP),Pzifer,92.85714286,chlorampenicol
METFORMIN TAB 500MG UK,UK warehouse ,93.02325581,Metformin Tabs 500mg 28's
GLUCOPHAGE TABS 1000MG,UK warehouse ,93.02325581,Glucophage Tabs 500mg  84's
CELECOXIB CAP 200MG UK,UK warehouse ,93.02325581,Celecoxib Caps 200mg 30's
SEBAMED BABY CLEANSING BAR 100G,Warehouse 4,93.10344828,Sebamed Baby Cleansing Bar Soap 100g
COLGATE T/P TOTAL CLEAN MINT 75ML (100G),Warehouse 2 Syrup&Tab,93.15068493,Colgate TP Total Clean Mint 75ml (95g)
ZYCARD PLUS TAB 16/12.5MG 30'S,Pzifer,93.33333333,Zycard Plus Tabs 16/12.5mg  30's
VITADOX MULTIVITAMIN GUMMIES (PINK) 30'S,GSK Warehouse,93.33333333,Vitadox multivitamin gummies Girls(Pink)
VIOPLEX T SPRAY,Pzifer,93.33333333,Violplex T Spray
UFERON BLOOD TONIC 200ML,Warehouse 4,93.33333333,Rescofer Blood Tonic 200ml
SIBI WOMAN CAPS 30'S,Pzifer,93.33333333,Proman Caps 30's
PROSCAR TAB 5MG,UK warehouse ,93.33333333,Proscar Tabs 5mg 28's
JARIFAN 2 SYRUP,Warehouse 4,93.33333333,Jarifan-2 Syrup
INSULIN PEN NEEDLES 8MM 30G (BD) 100'S,Warehouse 3,93.33333333,Insulin Pen Needles 8mm 30g 100s
INSULIN PEN NEEDLES 5MM 31G (BD) 100'S,Warehouse 3,93.33333333,Insulin Pen Needles 5mm 31g 100s
INSULIN PEN NEEDLES 4MM 32G (BD) 100'S,Warehouse 3,93.33333333,Insulin Pen Needles 4mm 32g 100s
GUDAPET TAB 30'S,Warehouse 2 Syrup&Tab,93.33333333,Gudapet Tab 3x10
COMIT TABS 50MG,Warehouse 2 Syrup&Tab,93.33333333,Comit  Tabs 50mg 4's
FRUSEMIDE TAB 40MG 28'SUK,UK warehouse ,93.61702128,Furosemide Tab 40mg 28's
FRUSEMIDE TAB 20MG 28'S UK,UK warehouse ,93.61702128,Furosemide Tab 20mg 28's
SIVODERM POWDER 70G,Pzifer,93.75,Sivoderm   Powder
SIRDALUD TAB 4MG 30'S,Pzifer,93.75,Sirdalud Tab 2mg
OSTEOCARE CAPS 30'S (UK),Pzifer,93.75,Osteocare Caps UK
OSTEOCARE CAPS 30'S (INDIA),Pzifer,93.75,Osteocare Caps UK
NEXIUM TABS 40MG,Pzifer,93.75,Nexium Tabs 20mg 14'S
METOCLOPRAMIDE TABS 10MG 28'S UK,UK warehouse ,93.75,Metoclopramide Tabs 10mg (28'S) UK
MAGACID TABS 25X6'S,Warehouse 2 Syrup&Tab,93.75,Magacid Tabs 6x25
GLUCO NAF D 400G,Warehouse 2 Syrup&Tab,93.75,Gluco Naf  D 400g
EPSON SALTS 25GM,Warehouse 4,93.75,Epson  Salts 25gm 10's
ABIDEC DROPS 25ML,UK warehouse ,93.75,Abidec Drop 25ml
DR RASHEL ALOE VERA FACIAL PEELING & SCRUB 2 IN 1 (1531),UK warehouse ,93.87755102,Dr R. Aloe Vera Facial Peeling & Scrub 2 in 1(1531)
SALBUTAMOL NEBULES 2.5MG/2.5ML (U.K),Warehouse 1,93.93939394,Salbutamol Nebules 2.5mg/2.5ml 20's
BENYLIN CHN COUGH & SORE THROAT SYR 125ML,Warehouse 4,93.93939394,Benylin Chn Cough Syr & Sore Throat
WELLMAN 50+ CAPS 30'S,Pzifer,94.11764706,Wellwoman 50+ Caps
WARFARIN TABS 5MG,UK warehouse ,94.11764706,Warfarin Tabs 3mg 28's
WARFARIN TABS 1MG,UK warehouse ,94.11764706,Warfarin Tabs 3mg 28's
VITANE SYRUP 200ML,Warehouse 4,94.11764706,Haematovite Syrup 200ml
TOBUFEN SUSP 100ML (IBUPROFEN),Warehouse 4,94.11764706,Brufen Susp 100ml
